,Please use link below to make entry,,,,Top 10%,25-50%,75-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2015 14:54:00,1/21/2015,samarth_patil2006,Samarth,29%,Yes,2173,110,135,105,0,350,0,0,0,0,50,400,,No,0,400,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
3/15/2015 3:26:44,3/1/2015,mahi84,AA,29%,No,2134,105,135,122,0,362,0,0,0,0,38,400,No,No,0,400,Yes,3/1/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 14:53:36,3/21/2015,17941,shoxx,29%,Yes,1253,75,84,99,46,304,8,0,0,8,88,400,No,No,0,400,Yes,3/21/2015,No,,,,,,CEC,,,,,,
12/4/2014 0:26:57,12/3/2014,sflake,,30%,Yes,2173,110,135,104,0,349,0,,0,0,50,399,No,No,0,399,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/29/2014 21:05:34,12/29/2014,prashanthbv,Prashanth Bhogaraju,30%,No,5241,105,90,116,0,311,,,,0,88,399,No,No,0,399,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 12:22:21,1/4/2015,minhas103@gmail.com,sukirat,30%,Yes,2173,110,120,119,0,349,0,0,0,0,50,399,No,No,0,399,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 23:55:55,1/8/2015,Nrsing3012,Nrsingh,30%,Yes,3233,,,,,349,,,,0,50,399,No,No,0,399,Yes,1/8/2015,,,,,,,FSW,,349,349,0,0,0
1/31/2015 4:13:23,1/30/2015,pjank,PJ,30%,Yes,2173,77,120,127,0,324,,,,0,75,399,No,No,0,399,Yes,1/28/2015,,,,,,,FSW,,0,0,0,0,0
3/9/2015 11:31:26,3/9/2015,asp,asp,30%,Yes,2173,90,112,122,,324,,,,0,75,399,No,No,0,399,Yes,1/5/2014,No,,,,,,FSW,,0,0,0,0,0
3/21/2015 13:07:30,3/21/2015,farmerofthedell,,30%,Yes,13,28,135,136,0,299,0,0,0,0,100,399,No,No,0,399,Yes,1/3/2015,No,,,,,,,,0,0,0,0,0
3/22/2015 14:07:19,3/22/2015,sidharthgupta16,Sidharth Gupta,30%,No,6221,95,126,112,0,333,0,16,0,16,50,399,No,No,0,399,Yes,1/22/2015,No,,,,,,FSW,,,,,,
2/7/2015 18:28:50,2/7/2015,No ID,,31%,No,2171,110,120,102,40,372,,,,0,26,398,No,No,0,398,Yes,2/7/2015,No,,,,,,"FSW, CEC",,0,0,0,0,0
3/6/2015 21:20:42,3/6/2015,manoj_ca,Manoj Srivastava,31%,No,2172,,,,,298,,,,0,100,398,No,No,0,398,Yes,,No,,,,,,"FSW, PNP",,298,298,0,0,0
3/20/2015 1:25:08,3/20/2015,siryasir,,31%,Yes,121,94,135,119,0,348,,,,0,50,398,No,No,0,398,Yes,3/20/2015,No,,,,,,,,0,0,0,0,0
3/20/2015 1:38:28,3/20/2015,siryasir,Syed,31%,Yes,121,94,135,119,,348,,,,0,50,398,No,No,0,398,Yes,3/20/2015,No,,,,,,,,0,0,0,0,0
2/23/2015 13:32:04,2/23/2015,Partishead,Andrew,31%,Yes,6221,95,140,112,0,347,0,0,0,0,50,397,No,No,0,397,Yes,2/18/2015,No,,,,,,FSW,,0,0,0,0,0
12/26/2014 19:09:11,12/5/2014,sush80,Susheel Kumar,31%,No,2174,75,126,115,0,316,10,20,0,30,50,396,No,No,0,396,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/25/2014 8:54:05,12/25/2014,StephenCanada ,Stephen ,31%,No,1112,110,135,113,0,358,0,0,0,0,38,396,No,No,0,396,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 15:55:34,1/4/2015,Malhotraaa,Malhotra,31%,No,113,105,128,88,0,321,0,0,0,0,75,396,No,No,0,396,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
2/2/2015 6:18:19,1/30/2015,E000246657,Manir,31%,No,2141,110,120,100,40,370,0,0,0,0,26,396,No,No,0,396,Yes,2/1/2015,No,,,,,,"FSW, CEC",,0,0,0,0,0
2/15/2015 18:56:49,2/15/2015,GurmanS,Gurman,31%,No,6211,110,98,122,40,370,,,,0,26,396,No,No,0,396,Yes,1/1/2015,No,,,,,,CEC,,0,0,0,0,0
12/3/2014 5:21:57,12/2/2014,adrscuds,Adriano V. C.,32%,Yes,2174,75,112,118,0,305,7,8,0,15,75,395,No,No,0,395,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/20/2014 22:31:01,12/19/2014,123,,32%,Yes,2133,100,126,105,,331,,14,,14,50,395,No,No,0,395,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 11:11:10,12/31/2014,jawadafzal,Jawad Afzal,32%,Yes,113,105,135,105,25,370,0,0,0,0,0,395,No,No,0,395,Yes,1/1/2015,,,,,,,,,25,25,25,0,25
3/26/2015 15:30:18,3/26/2015,E000302970,chithra salin,32%,No,124,100,126,102,0,328,7,10,0,17,50,395,No,No,0,395,Yes,3/21/2015,No,,,,,,FSW,,,,,,
1/14/2015 5:11:32,1/13/2015,tiagosz,,32%,No,2171,85,112,122,0,319,0,0,0,0,75,394,No,No,0,394,Yes,1/13/2015,,,,,,,FSW,,0,0,0,0,0
1/16/2015 12:15:29,1/13/2015,NareshKannan,Naresh,32%,Yes,2132,110,135,111,,356,,,,0,38,394,No,No,0,394,Yes,1/16/2015,,,,,,,FSW,,0,0,0,0,0
1/21/2015 14:26:14,1/1/2015,cpf,Vincent,32%,No,2171,88,98,133,0,319,,,,0,75,394,No,No,0,394,Yes,1/2/2015,,,,,,,FSW,,0,0,0,0,0
3/21/2015 22:31:34,3/21/2015,inokalbo,christian,32%,No,14,,,,,394,,,,0,0,394,No,No,0,394,Yes,,No,,,3/19/2015,,,,,394,394,0,0,0
12/29/2014 11:19:12,12/29/2014,sukerbush,SS,33%,No,1111,100,119,96,0,315,10,18,0,28,50,393,No,No,0,393,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/10/2015 23:14:16,1/1/2015,dersonc,Anderson,33%,Yes,2281,110,120,125,0,355,0,0,0,0,38,393,No,No,0,393,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/2/2015 16:20:49,1/2/2015,GMRL,,33%,Yes,15,,,,,0,,,,0,0,393,No,No,0,393,No,,,,,,,,,,393,393,393,0,393
1/4/2015 23:02:42,1/4/2015,mohdakram,,33%,No,2173,,,,,343,,,,0,50,393,No,No,0,393,No,,,,,,,,"FSW, CEC",,343,343,0,0,0
1/14/2015 3:01:20,1/14/2015,yasir.kidwai,Yasir,33%,,1123,90,126,115,0,331,0,12,0,37,25,393,No,No,0,393,Yes,1/14/2015,,,,,,,FSW,,25,25,0,0,0
2/9/2015 21:40:24,2/9/2015,gcordon,Omar,33%,Yes,2171,28,135,130,0,293,0,0,0,0,100,393,No,No,0,393,Yes,1/2/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 15:29:16,3/21/2015,liviu.iacob,Liviu Iacob,33%,Yes,2131,110,135,110,0,355,0,0,0,0,38,393,No,No,0,393,Yes,2/2/2015,No,,,,,,FSW,,,,,,
3/27/2015 19:32:29,3/27/2015,domgirl,,33%,No,2174,110,120,125,0,355,0,0,0,0,38,393,No,No,0,393,Yes,3/4/2015,No,,,,,,FSW,,,,,,
12/17/2014 13:08:59,12/17/2014,ksandeep.ece,Kaliki Sandeep,34%,No,2173,110,120,74,,304,,,,0,88,392,No,No,0,392,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/26/2015 0:29:51,1/25/2015,iceage,Kaiser,34%,No,2174,100,126,96,0,322,8,12,0,20,50,392,No,No,0,392,Yes,1/25/2015,,,,,,,FSW,,0,0,0,0,0
1/28/2015 22:07:19,1/22/2015,faezeh2015,faezeh,34%,Yes,2281,95,126,115,,336,,6,,0,25,392,No,No,0,392,Yes,1/28/2015,,,,,,,FSW,,25,25,31,0,31
2/5/2015 22:50:02,2/5/2015,bomber1980,,34%,Yes,2144,75,140,109,0,324,0,18,0,18,50,392,No,No,0,392,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
1/29/2015 19:04:14,1/29/2015,MEHDI_alizadeh,Mehdi,34%,No,4011,95,126,96,0,317,10,14,0,24,50,391,No,No,0,391,No,,,,,,,,FSW,,0,0,0,0,0
1/3/2015 17:59:12,1/3/2015,Milad_86,Milad,34%,No,2271,,,,,340,,,,0,50,390,No,No,0,390,Yes,1/1/2015,,,,,,,,,340,340,0,0,0
1/5/2015 11:54:32,1/5/2015,yadav.sndeep,Sandeep,34%,No,2173,100,112,112,0,324,8,20,0,28,38,390,No,No,0,390,No,1/5/2015,,,,,,,FSW,,0,0,0,0,0
1/8/2015 15:04:39,1/8/2015,phsetaknev,Venkatesh,34%,No,2173,110,120,122,0,352,0,0,0,0,38,390,No,No,0,390,Yes,1/8/2015,,,,,,,FSW,,0,0,0,0,0
2/17/2015 10:39:54,1/12/2015,Fat'N'doD,,34%,No,2263,100,126,92,0,318,10,12,0,22,50,390,No,No,0,390,Yes,,No,,,,,,FSW,,0,0,0,0,0
1/21/2015 23:40:44,1/21/2015,CHARMED08,NOEL,34%,Yes,3012,110,120,122,0,352,0,0,0,0,38,390,No,No,0,390,Yes,1/19/2015,,,,,,,FSW,,0,0,0,0,0
2/22/2015 17:20:48,2/22/2015,themajestic143,Manish,34%,Yes,2283,110,120,122,,352,,,,0,38,390,No,No,0,390,Yes,2/20/2015,No,,,,,,FSW,,0,0,0,0,0
3/21/2015 23:23:56,3/21/2015,jerryvarghese,Jerry Varghese,34%,No,112,,,,,352,,,,0,38,390,No,No,0,390,Yes,1/4/2015,No,,,,,,,,352,352,0,0,0
3/27/2015 12:07:53,3/27/2015,prat,Prateek,34%,No,6231,110,128,114,0,352,0,0,0,0,38,390,No,No,0,390,Yes,2/18/2015,No,,,,,,CEC,,,,,,
12/17/2014 18:01:02,12/17/2014,Pakimom,Pakimom,35%,No,112,5,126,128,50,309,10,20,0,30,50,389,No,No,0,389,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/13/2015 21:52:19,2/13/2015,SMRMA,Muhammad,35%,No,1111,110,135,94,0,339,0,0,0,0,50,389,No,No,0,389,Yes,2/13/2015,No,,,,,,FSW,,0,0,0,0,0
2/28/2015 19:54:02,2/28/2015,balu,bala krishna d,35%,Yes,2132,110,135,94,0,339,0,0,0,0,50,389,No,No,0,389,Yes,1/3/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 19:17:27,1/13/2015,tiagosz,,35%,No,2171,80,112,122,0,314,0,0,0,0,75,389,No,No,0,389,Yes,1/6/2015,No,,,,,,FSW,,0,0,0,0,0
12/18/2014 14:58:28,12/18/2014,kelly,,36%,No,1111,70,126,95,0,291,9,0,0,9,88,388,No,No,0,388,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/26/2014 15:03:37,12/26/2014,Moin,Moin,36%,No,2172,110,120,108,,338,,,,0,50,388,No,No,0,388,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 17:12:28,1/2/2015,hollaugo,Ugochukwu Osuji,36%,Yes,6221,110,135,105,,355,,,,0,38,388,No,No,0,388,Yes,1/1/2015,,,,,,,,,0,0,-5,0,-5
12/23/2014 4:29:00,12/22/2014,rambo,rambo,36%,No,2173,110,120,119,0,349,,,,0,38,387,No,No,0,387,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/17/2015 19:45:18,1/17/2015,abhinitrkl,Abhishek,36%,No,2173,110,120,119,0,349,0,0,0,0,38,387,No,No,0,387,Yes,1/18/2015,,,,,,,FSW,,0,0,0,0,0
2/1/2015 9:00:55,1/29/2015,pravatmail,Pravat Sahoo,36%,Yes,2174,85,126,80,46,337,,,,0,50,387,Yes,No,0,387,Yes,1/31/2015,,,,,,,CEC,,0,0,0,0,0
3/12/2015 6:56:41,3/11/2015,brunofly,Bruno,36%,No,1123,83,120,68,40,311,0,0,0,0,76,387,No,No,0,387,Yes,3/7/2015,No,,,,,,FSW,,0,0,0,0,0
3/12/2015 6:57:28,3/11/2015,brunofly,Bruno,36%,No,1123,83,120,68,40,311,0,0,0,0,76,387,No,No,0,387,Yes,3/7/2015,No,,,,,,FSW,,0,0,0,0,0
3/23/2015 7:16:42,3/22/2015,henish,henish,36%,Yes,6212,100,100,35,67,77,,,,40,66,387,No,No,0,387,Yes,2/22/2015,No,,,,,,CEC,,,,,,
3/27/2015 17:33:45,3/27/2015,Silence89,,36%,,2133,,,,,349,0,0,0,0,38,387,No,No,0,387,Yes,10/27/2015,No,,,,,,FSW,,,,,,
12/3/2014 12:48:13,12/3/2014,WOYAOYIMING123,WOYAOYIMING123,37%,No,2171,100,106,126,0,332,10,6,0,16,38,386,No,No,0,386,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/4/2014 2:17:12,12/3/2014,andy000,,37%,Yes,1212,110,135,91,0,336,0,0,0,0,50,386,No,No,0,386,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 15:43:34,1/6/2015,Concorde,,37%,Yes,3142,100,119,99,0,318,0,18,0,18,50,386,No,No,0,386,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
1/22/2015 18:58:39,1/1/2015,silasnjita,Silus V,37%,Yes,2171,110,135,103,,348,,,,0,38,386,No,No,0,386,Yes,1/22/2015,,,,,,,FSW,,0,0,0,0,0
12/17/2014 13:39:34,12/17/2014,samarth_patil2006,Samarth,38%,Yes,2173,110,135,102,0,347,,,,0,38,385,No,No,0,385,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 0:27:53,12/31/2014,vandaliser,Naveen,38%,No,2174,100,112,109,0,321,8,18,0,26,38,385,No,No,0,385,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 19:43:50,1/4/2015,Brenna,Brenna,38%,No,2173,105,120,122,0,347,0,0,0,0,38,385,No,No,0,385,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 21:36:32,1/8/2015,jazz,,38%,No,1312,110,120,130,0,360,0,0,0,0,25,385,No,No,0,385,Yes,1/8/2015,,,,,,,CEC,,0,0,0,0,0
2/24/2015 3:58:14,2/23/2015,erih,Sherrie,38%,No,631,105,120,122,0,347,0,0,0,0,38,385,No,No,0,385,Yes,2/23/2015,No,,,,,,FSW,,0,0,0,0,0
3/18/2015 0:16:59,3/17/2015,3589,Hitman,38%,Yes,631,110,98,,48,385,,,,0,0,385,No,No,0,385,Yes,,No,,,,,,,,129,129,0,0,0
3/22/2015 13:17:11,3/21/2015,Pakimom,Surfee,38%,No,112,5,126,128,,259,10,16,,26,100,385,No,No,0,385,Yes,3/9/2015,No,,,,,,FSW,,,,,,
1/3/2015 20:52:49,1/1/2015,sepehr_5566,Sepehr,39%,Yes,2145,94,135,105,0,334,0,0,0,0,50,384,No,No,0,384,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 10:47:42,1/3/2015,Nagesh88,Nagesh,39%,No,2174,110,120,116,0,346,0,0,0,0,38,384,No,No,0,384,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
2/5/2015 21:52:09,2/5/2015,som,som,39%,No,5242,110,120,88,40,358,0,0,0,0,26,384,Yes,No,0,384,Yes,2/5/2015,No,,,,,,CEC,,0,0,0,0,0
2/18/2015 1:57:35,2/17/2015,afdfd1234,hari,39%,No,2174,,,,,384,,,,0,0,384,No,No,0,384,Yes,1/9/2015,No,,,,,,FSW,,384,384,0,0,0
3/21/2015 11:10:51,3/20/2015,Monie,Monie,39%,No,2121,95,140,89,0,324,10,0,0,10,50,384,No,No,0,384,Yes,1/29/2015,No,,,,,,,,0,0,0,0,0
12/27/2014 2:38:53,12/7/2014,plex,Flying Bird,39%,No,2173,110,135,88,,333,0,,,0,50,383,No,No,0,383,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 17:56:35,1/1/2015,Sushan,Sushan,39%,No,2171,80,126,109,,215,,18,,18,50,383,No,No,0,383,Yes,1/1/2015,,,,,,,,,0,0,100,0,100
1/4/2015 17:09:09,1/2/2015,scorpio79,scorpio79,39%,No,2171,80,126,109,,315,,18,,18,50,383,No,No,0,383,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 1:08:16,1/2/2015,FOM72,FOM,39%,Yes,111,25,112,102,56,295,0,0,0,0,88,383,No,No,0,383,Yes,1/2/2015,,,,,,,FSW,,0,0,0,0,0
1/17/2015 15:22:19,1/17/2015,Yuvvv,Yuv,39%,No,2173,110,120,127,0,357,0,0,0,0,26,383,No,No,0,383,Yes,1/16/2015,,,,,,,FSW,,0,0,0,0,0
1/23/2015 19:17:20,1/23/2015,gbpanchal,Gaurang Panchal,39%,No,0,90,126,109,0,325,0,8,0,8,50,383,No,No,0,383,Yes,1/21/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 0:36:15,1/12/2015,Nobody,Tamara,39%,No,2174,100,126,93,0,319,0,14,0,14,50,383,No,No,0,383,Yes,1/22/2015,,,,,,,FSW,,0,0,0,0,0
2/17/2015 0:33:25,2/17/2015,161403,Rolly,39%,No,2173,100,126,83,0,309,10,14,0,24,50,383,No,No,0,383,Yes,1/14/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 20:13:14,3/22/2015,TTHT,TTHT,39%,No,311,105,135,105,0,345,0,0,0,0,38,383,No,No,0,383,Yes,3/24/2015,No,,,,,,FSW,,,,,,
1/7/2015 21:50:23,1/7/2015,Ican333,Divya,41%,No,2173,110,120,114,0,344,0,0,0,0,38,382,No,No,0,382,Yes,1/7/2015,,,,,,,FSW,,0,0,0,0,0
1/12/2015 7:19:05,1/11/2015,vkvishwakarma,vivek kumar,41%,No,2173,110,120,114,0,344,0,0,0,0,38,382,No,No,0,382,Yes,1/11/2015,,,,,,,FSW,,0,0,0,0,0
1/13/2015 8:11:56,1/13/2015,nareshkannan,Naresh,41%,Yes,2132,110,135,111,,356,,,,0,26,382,No,No,0,382,No,1/13/2015,,,,,,,FSW,,0,0,0,0,0
1/31/2015 22:58:42,1/31/2015,SBJ1,SBJ1,41%,No,2173,110,120,114,25,369,0,0,0,0,13,382,No,No,0,382,Yes,1/17/2015,,,,,,,FSW,,0,0,0,0,0
2/1/2015 5:23:27,1/31/2015,pins_adi,Mickey,41%,No,2173,70,112,125,0,307,0,0,0,0,75,382,No,No,0,382,Yes,1/31/2015,,,,,,,FSW,,0,0,0,0,0
2/18/2015 14:34:42,2/18/2015,vish.777,,41%,Yes,2241,100,126,118,0,344,0,0,0,0,38,382,No,No,0,382,Yes,2/18/2015,No,,,,,,FSW,,0,0,0,0,0
3/10/2015 18:21:31,3/3/2015,syedsherazali,Sheraz,41%,Yes,2133,75,126,115,,316,0,16,0,16,50,382,No,No,0,382,Yes,1/1/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 23:18:33,1/22/1987,rakeshaadi10,rakesh,41%,No,2174,110,13,114,0,237,0,0,0,0,25,382,No,No,0,382,Yes,1/26/2015,No,,,,,,FSW,,,,,,
3/23/2015 21:18:59,3/4/2015,Mobina basit,Mobina Shaukat Ali,41%,Yes,4011,85,140,99,0,324,0,8,0,8,50,382,No,No,0,382,Yes,3/3/2015,No,,,,,,FSW,,,,,,
3/27/2015 9:21:39,3/26/2015,Pvndeep,Pawandeep singh,41%,No,2281,110,90,116,40,356,0,0,0,0,26,382,No,No,0,382,Yes,,No,,3/3/2015,,,,"FSW, CEC",,,,,,
12/18/2014 22:02:52,12/18/2014,llgn_sp,NA,42%,Yes,1112,100,112,128,0,340,8,20,0,28,13,381,No,No,0,381,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/28/2014 16:14:06,12/21/2014,saifiub,star,42%,Yes,1224,90,126,96,0,312,9,0,10,0,50,381,No,No,0,381,Yes,1/1/2015,,,,,,,,,0,0,19,0,19
12/30/2014 1:32:04,12/30/2014,Atula,Atul,42%,Yes,2283,85,112,112,,309,10,12,,22,50,381,No,No,0,381,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 4:31:34,1/5/2015,Joojak,,42%,Yes,2174,94,135,102,0,331,0,0,0,0,50,381,No,No,0,381,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
1/22/2015 20:22:00,1/6/2015,niyat,Niyati,42%,No,2174,110,120,113,,343,,,,0,38,381,No,No,0,381,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/25/2015 1:43:04,1/24/2015,213,Pam,42%,No,2172,100,112,115,0,327,0,16,0,16,25,381,No,No,0,381,Yes,1/23/2015,,,,,,,FSW,,13,13,13,0,13
2/25/2015 19:51:47,2/24/2015,amanj,aman,42%,No,2173,110,120,113,0,343,,,,0,38,381,No,No,0,381,Yes,2/24/2015,No,,,,,,CEC,,0,0,0,0,0
3/21/2015 9:10:00,3/20/2015,E000241197,Sahil Puri,42%,Yes,601,100,126,105,,331,0,0,0,0,50,381,No,No,0,381,Yes,1/21/2015,No,,,,,,,,0,0,0,0,0
3/28/2015 19:18:30,3/27/2015,projectnoa,,42%,No,2174,110,120,113,0,343,0,0,0,0,38,381,No,No,0,381,Yes,,No,,,,,,FSW,,,,,,
12/4/2014 22:27:07,12/4/2014,bartAttack,Bharath,43%,Yes,2171,85,119,102,0,306,10,14,0,24,50,380,No,No,0,380,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/24/2014 9:59:39,12/23/2014,smilescuty,Smiley,43%,No,2172,88,120,122,,330,,,,0,50,380,No,No,0,380,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/24/2014 13:27:21,12/24/2014,pari17,pari,43%,No,2173,100,126,96,0,322,8,12,0,20,38,380,No,,0,380,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/23/2015 21:43:46,1/23/2015,jimmy8887,Xiaoyi,43%,No,2122,100,112,86,35,333,8,8,5,21,26,380,Yes,No,0,380,No,1/23/2015,,,,,,,CEC,,0,0,0,0,0
12/4/2014 15:00:22,12/4/2014,hards_100,mehul,43%,Yes,2171,85,126,118,0,329,0,,0,0,50,379,No,No,0,379,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/22/2014 20:46:04,12/22/2014,Missionquebec,,43%,Yes,4011,65,140,102,0,307,10,12,,22,50,379,No,No,0,379,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/22/2014 17:40:14,1/14/2015,kuldeep1401,Kuldeep Singh,43%,No,2173,110,135,34,50,329,0,0,0,0,50,379,No,No,0,379,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/26/2014 14:52:01,12/26/2014,Content,Content,43%,Yes,2171,75,126,118,0,319,,10,,10,50,379,No,No,0,379,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 15:25:15,1/4/2015,Hards_100,Mehul,43%,Yes,2171,85,126,118,0,329,0,0,0,0,50,379,No,No,0,379,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/15/2015 9:28:46,1/14/2015,A.Sheth,Ankit,43%,No,2171,100,126,93,0,319,0,10,0,10,50,379,No,No,0,379,Yes,1/14/2015,,,,,,,FSW,,0,0,0,0,0
1/27/2015 2:33:24,1/26/2015,Jamguy,,43%,Yes,2241,110,128,91,0,329,0,0,0,0,50,379,No,No,0,379,Yes,1/25/2015,,,,,,,FSW,,0,0,0,0,0
3/10/2015 18:56:21,3/10/2015,freddygeorge18,freddy george,43%,No,1111,110,120,111,0,341,0,0,0,0,38,379,No,No,0,379,Yes,1/7/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 14:18:04,3/22/2015,linksaran,Saravanan Pillai,43%,No,4163,100,126,99,0,325,0,16,0,16,38,379,No,No,0,379,Yes,3/17/2015,No,,,,,,FSW,,,,,,
3/23/2015 20:15:54,3/23/2015,nazmun2014,Nazmun Nahar,43%,Yes,4011,100,126,83,,309,10,10,,20,50,379,No,No,0,379,Yes,2/26/2015,No,,,,,,FSW,,,,,,
12/4/2014 22:35:45,12/4/2014,mahi2015,mahi2015,45%,Yes,4011,100,126,89,0,315,9,16,0,25,38,378,No,No,0,378,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/6/2014 7:53:25,12/6/2014,andonk,,45%,No,2173,95,112,109,0,316,8,16,0,24,38,378,No,No,0,378,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/16/2014 5:13:11,12/15/2014,MapleMadness,,45%,No,2174,85,126,103,0,314,,14,,14,50,378,No,No,0,378,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/26/2014 20:02:56,12/26/2014,akshaysonaje,Akshay,45%,Yes,2174,95,119,96,0,310,8,10,0,18,50,378,No,No,0,378,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/30/2014 5:39:14,12/29/2014,Nightrocker,Nightrocker,45%,No,2255,110,98,105,40,353,0,0,0,0,25,378,No,No,0,378,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 12:02:55,1/5/2015,691,Ayesha,45%,Yes,2241,,,,,322,,,,18,38,378,No,No,0,378,Yes,1/5/2015,,,,,,,FSW,,340,340,0,0,0
1/27/2015 18:43:42,1/12/2015,mostafasaad,Mostafa Saad,45%,Yes,2132,85,119,115,0,319,9,0,0,9,50,378,No,No,0,378,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
1/16/2015 1:19:41,1/2/2015,mokshmedia,Gaurav,45%,Yes,1123,45,112,128,0,285,0,18,0,18,75,378,No,No,0,378,Yes,1/15/2015,,,,,,,FSW,,0,0,0,0,0
1/18/2015 23:30:41,1/19/2015,Hatrena,Saeed,45%,Yes,2171,100,126,89,,315,10,3,,13,50,378,No,No,0,378,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
12/29/2014 23:28:59,12/29/0014,prashpe,Prash,46%,No,2174,90,126,89,0,305,10,12,0,22,50,377,No,No,0,377,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 7:31:38,1/5/2015,878787,EE_Bob,46%,No,2171,110,135,94,,339,,,,0,38,377,No,No,0,377,No,1/5/2015,,,,,,,,,0,0,0,0,0
1/21/2015 12:16:36,1/2/2015,Halina,Halina,46%,Yes,2174,90,126,89,0,305,10,12,0,22,50,377,No,No,0,377,Yes,1/3/2015,,,,,,,FSW,,0,0,0,0,0
1/27/2015 22:32:54,1/24/2015,amir,amir,46%,Yes,911,,,,,330,0,18,0,18,29,377,No,No,0,377,Yes,1/27/2015,,,,,,,,,330,330,0,0,0
2/1/2015 9:11:10,1/1/2015,abc,abc,46%,No,6235,99,135,90,40,364,0,0,0,0,13,377,No,No,0,377,Yes,1/29/2015,,,,,,,,,0,0,0,0,0
2/5/2015 21:24:56,2/5/2015,jassu2,jasdeep,46%,No,1111,105,120,108,,333,,,,0,0,377,No,No,0,377,Yes,1/28/2015,No,,,,,,,,44,44,44,0,44
2/24/2015 4:15:56,2/17/2015,1710,Vicky,46%,Yes,2173,85,126,92,0,303,10,14,0,24,50,377,No,No,0,377,Yes,2/23/2015,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 10:31:19,3/22/2015,harshal_patel,Harshal Patel,46%,No,2174,100,126,90,0,316,10,1,0,11,50,377,No,No,0,377,Yes,3/8/2015,No,,,,,,"FSW, PNP",,,,,,
3/28/2015 4:24:22,3/28/2015,matetPH,matetPH,46%,No,4011,100,112,109,0,321,0,18,0,18,38,13,No,No,0,377,Yes,2/22/2015,No,,,,,,FSW,,,,,,
1/5/2015 20:37:55,1/1/2015,sumi81,suman saini,47%,No,2283,85,126,115,,326,,,,0,50,376,No,No,0,376,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
